X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
17.51301,233.52643,166.38092,438.32712,46.85874,311.8934,3.311408,47.706745,71.83561,2829.495,1991.2902,1233.0122
-18.570122,222.44646,140.66219,451.63983,53.78428,371.90854,10.7652025,61.271393,90.16153,3155.8462,2082.8145,1283.4469
-39.793365,239.30283,123.02995,538.2942,58.62921,450.3786,27.348526,86.20872,124.36654,3520.9866,2020.7499,1012.95105
-23.770632,230.74062,136.93993,479.8496,54.1604,394.85962,16.250256,68.85097,99.97274,3263.105,2067.4536,1207.7946
65.00693,231.5915,176.78665,392.71777,31.799417,222.0419,5.2421293,34.751713,59.908714,2148.7769,1553.5895,868.683
-61.386814,250.09518,145.31331,553.3842,65.33025,518.3218,21.077349,99.501915,145.67651,4242.325,2652.288,1489.8557
-54.07528,254.055,136.9912,588.8741,69.03936,515.4707,31.609009,106.24762,146.17871,4058.9895,2333.7139,1112.8843
-1.7003571,239.61458,127.526886,491.81415,46.301266,367.64575,26.107424,67.26254,107.52587,2945.3938,1709.1522,842.13043
-49.29669,252.71167,133.76587,583.1657,68.92701,502.29813,32.607845,104.17663,142.50877,3937.2788,2235.618,1038.2421
3.1472688,233.32141,116.52627,484.07324,47.520027,350.89548,30.502823,71.83673,108.43996,2755.7832,1489.6589,628.95685
58.31163,287.52148,171.38321,522.2824,40.638725,319.16574,29.076752,57.801785,104.191826,2715.6133,1614.1757,715.3571
107.88666,273.89597,226.88098,426.25995,30.044079,201.62318,1.4687239,29.581228,54.858654,2158.239,1671.087,911.766
90.42304,265.8605,183.01045,445.1814,28.37514,223.50664,18.781515,38.19302,74.80737,2069.9324,1331.7345,571.84784
9.783306,252.65353,135.52538,505.49057,45.486748,363.84155,28.074015,66.244385,109.16918,2938.3315,1699.067,816.4551
21.21652,224.32762,163.79361,417.77048,44.2598,291.36682,1.6726081,43.66058,65.85569,2678.7947,1912.4595,1191.891
-9.771924,262.22992,130.13293,558.1838,58.00498,421.5082,33.696285,86.432335,126.26497,3289.1482,1791.5284,784.7425
