X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
86.24593,246.04602,208.07797,574.6061,29.275078,333.35223,2.5196576,25.201788,111.08016,2933.5503,1524.2323,840.3404
112.95819,320.6485,266.95914,751.1459,39.043343,434.1974,6.5520964,36.64205,139.47525,3734.9958,1902.0435,1017.81537
90.227135,263.7016,230.95955,612.9914,30.49943,364.16232,-1.2514277,23.733717,129.38106,3323.1233,1788.2476,1017.2836
135.32608,173.44173,234.55795,440.439,73.50818,140.76704,-32.503334,-46.02092,174.82204,2433.8323,1934.3175,1231.0464
162.82823,284.81906,275.91458,716.18774,58.79316,298.04605,-4.1390986,-8.510452,170.73465,2987.873,1835.6057,980.56573
153.52211,367.43146,300.39426,873.334,38.863815,439.2134,5.338496,23.912594,163.0663,3842.4204,2001.4353,1102.9114
124.54825,300.68765,259.49557,703.0588,32.495834,360.91165,-2.87551,12.933163,149.11964,3400.7642,1884.67,1113.4473
160.07327,283.11484,276.51553,706.9395,56.041485,299.18936,-5.7289786,-8.504108,172.27756,3057.4878,1890.185,1039.8104
103.99784,202.9527,211.19536,475.68204,33.463837,221.54922,-17.798594,-14.614114,137.53267,2678.563,1749.83,1143.7091
160.86584,301.33597,267.61423,753.64404,53.207554,323.07385,4.9685106,3.4367428,152.88553,2925.5332,1642.0863,818.0662
132.97116,200.9915,237.80779,500.12955,61.50757,190.32101,-24.66843,-32.91483,169.86679,2657.4417,1934.77,1213.4795
76.34014,212.0001,192.15335,481.9896,21.927494,275.5053,-11.018241,8.194227,112.22618,2726.7583,1559.5294,978.6188
118.54195,324.84726,267.2793,755.807,33.45809,418.05234,1.4930614,27.815197,141.46371,3665.0376,1894.4841,1078.4175
105.36795,281.8859,235.93892,650.12665,27.675251,349.87122,-3.4692554,16.541765,130.41434,3204.614,1721.2625,1019.6816
141.29848,312.35333,261.23434,755.6035,35.706615,363.27795,5.4354463,16.221775,142.73921,3212.228,1699.8113,918.5046
130.38069,351.3169,281.96988,822.60095,36.659073,447.31885,4.946644,32.98296,144.1866,3811.79,1914.3947,1053.5592
119.99649,205.0384,220.43013,505.93695,46.555244,211.84485,-14.953315,-17.193214,147.40173,2521.5269,1689.886,1023.5247
171.6672,321.05798,294.39246,800.18976,54.63712,347.90427,1.0656813,0.90717036,172.72073,3294.8179,1908.8242,1008.37744
175.36517,279.60345,292.40936,712.4494,74.787094,273.7611,-10.846861,-22.90927,192.03743,3008.0151,1996.0758,1075.3229
140.32918,302.03125,255.45811,734.4301,36.32001,347.62424,5.4014087,13.930784,140.53078,3094.2053,1653.7035,887.56866
105.75699,169.12567,195.6256,415.70697,46.849728,165.52783,-20.284662,-24.874132,138.25621,2264.0295,1615.9191,1030.4382
98.93218,160.7536,186.5229,377.7839,41.14067,159.26228,-22.291676,-28.685648,134.12248,2312.9663,1659.3749,1123.1536
120.671295,308.87207,230.45828,735.0984,36.134995,383.1642,14.468061,41.634754,101.374756,2929.8403,1302.422,586.7677
164.8813,364.59076,295.7394,889.4712,41.647503,423.28897,10.766621,23.24418,154.33205,3566.6482,1808.209,920.2516
128.10165,332.68277,266.30475,778.8375,33.259182,407.87894,3.5871592,25.791521,141.50607,3521.1367,1801.0326,1004.13257
175.65675,337.92352,289.79016,840.9566,55.889057,365.46472,9.608908,9.552612,160.05241,3184.9246,1718.113,829.9326
182.40755,294.21143,290.2793,751.53577,80.424385,286.61926,-2.2607398,-16.059078,186.42915,2877.6323,1836.8253,896.62366
86.50004,222.10226,205.77397,499.7886,23.789444,271.43152,-14.11043,1.9768974,122.13832,2833.3027,1676.8302,1083.045
130.95746,209.20573,230.3533,524.1737,54.396145,208.11049,-15.440949,-21.398796,156.09816,2519.5552,1729.2507,1021.7946
146.93484,262.067,247.27539,659.3373,51.965267,276.10248,-1.2903419,-4.8478675,149.49387,2678.372,1603.391,837.56714
124.32328,330.53992,255.42947,784.23047,37.48857,422.56573,10.989593,39.23198,121.20726,3398.7593,1605.8717,806.9608
137.617,288.28235,245.50662,705.8153,36.562527,327.9722,5.6708374,12.039141,134.85887,2917.633,1565.337,826.79767
168.62703,308.4389,293.2896,766.3781,55.924255,331.33054,-3.3294477,-4.4883647,178.86615,3292.5295,1982.8492,1084.5669
160.20091,288.21927,277.82315,717.717,54.617973,307.19714,-4.5044527,-6.4270005,171.3851,3096.797,1890.3323,1037.5298
181.13712,368.27432,318.177,907.00757,49.48938,413.52084,6.9535418,12.575478,176.08562,3717.3352,2020.7065,1061.4965
143.38553,267.13184,253.0329,659.8875,46.112396,289.6015,-3.0482132,-2.9566379,154.1742,2887.5005,1732.88,961.6202
147.53445,291.57864,268.11066,711.17615,42.412216,324.60364,-1.3384728,2.1942396,159.72139,3177.5398,1853.3643,1045.7806
72.69115,173.0213,172.00043,380.11102,20.442905,208.28044,-17.725418,-6.1899776,108.23976,2396.4436,1511.8555,1025.844
126.845535,268.0731,233.09079,650.2246,33.531776,306.4945,2.4359906,9.159212,132.19568,2829.3157,1560.9802,862.695
84.08909,141.50812,160.86948,327.65103,32.4002,143.59924,-18.715137,-23.939465,113.88668,2052.5889,1451.882,994.7576
146.03795,265.93372,257.58728,658.1968,48.902008,285.24164,-5.413003,-6.2463694,159.8701,2919.203,1790.3126,1003.9956
142.68181,284.4147,251.63786,700.11835,40.20531,317.04224,3.2988057,6.7499833,143.03874,2931.6404,1637.317,877.0019
127.83616,240.23303,245.71935,579.7615,41.851456,261.14792,-14.614037,-11.808457,159.40675,2983.3582,1915.027,1188.1372
105.936745,282.7083,218.48682,671.3702,32.6151,363.43344,9.801043,34.61577,103.12469,2912.0344,1371.3236,683.0018
166.40044,306.9874,300.03854,754.3639,54.72044,331.30234,-8.743098,-8.335484,187.76836,3469.388,2145.003,1236.8639
86.596756,148.77243,166.27379,354.08743,34.957558,150.6409,-17.251162,-19.074793,115.9583,2025.1838,1411.4382,926.188
134.07701,230.27571,227.89424,579.8244,49.669445,238.79678,-5.206293,-9.471179,143.16444,2458.7783,1540.4982,835.1141
