X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
22.574781,107.29091,81.83704,283.14862,-20.072405,155.99763,22.05177,68.80747,55.317802,1735.1576,1120.0404,744.5644
30.251408,147.89223,87.41197,364.95096,4.8485527,214.08731,58.20975,71.97606,62.050327,1848.4502,961.7055,340.02734
34.88166,212.11165,128.98145,551.39215,-15.729996,312.78323,71.211624,108.186935,92.879036,2859.2754,1585.1669,804.3335
34.41284,186.61601,123.990074,482.94296,-26.207142,274.27094,52.980167,107.17834,91.4118,2720.7734,1628.6838,953.7847
43.869003,243.75809,136.73082,627.9047,-11.085439,344.3973,87.8882,108.53473,92.81106,3034.1711,1590.1603,775.88794
49.37569,272.01797,150.82724,700.83545,-12.94061,381.34598,98.25248,118.653755,101.33813,3356.6118,1750.8416,866.49365
29.89553,149.97388,103.82323,392.36563,-24.635342,214.04613,36.617634,88.75295,70.559654,2252.7266,1388.0125,890.637
36.172005,165.92513,125.879135,451.32,-29.13668,235.96625,31.675098,101.62792,75.39346,2641.6438,1687.994,1181.714
44.41936,254.55103,143.87248,660.97107,-17.174763,359.65927,88.73617,114.70957,97.71321,3225.443,1719.9972,895.3634
50.081684,259.44534,170.17662,677.0412,-36.826,372.13593,72.17477,144.29124,117.73404,3733.0837,2224.248,1360.4755
40.46053,211.66992,120.16044,534.9682,-1.8058087,301.24335,79.81066,96.200356,83.373276,2599.8555,1343.78,578.91125
30.673101,157.92104,106.42461,411.96304,-24.017832,226.86935,41.74546,91.03458,73.938675,2322.6023,1406.9648,874.4644
38.241287,215.543,131.34325,560.32666,-22.413061,311.41544,69.1463,109.23647,93.099754,2922.9773,1650.9869,916.8516
30.389462,157.2086,109.8355,408.1115,-25.739185,228.35161,39.48804,95.34954,78.66227,2381.987,1472.146,915.83905
49.229992,228.4429,164.68651,609.56104,-40.291107,321.53418,49.020565,134.13708,102.753334,3513.7087,2206.1392,1508.1362
29.668524,185.80946,117.4615,482.46817,-12.555437,281.2824,61.96746,101.002304,87.07542,2578.9102,1449.6864,706.2328
26.886282,163.03888,102.32049,422.84128,-13.676834,243.73149,53.307377,87.38003,75.712906,2258.2693,1278.2416,653.73975
44.110786,244.46185,152.78076,634.49866,-28.513363,354.8434,75.91029,128.6653,109.52755,3386.4114,1948.5646,1104.0862
49.257614,279.96927,157.75163,725.4058,-17.291422,395.43442,98.58186,125.55252,107.090454,3527.5093,1871.1411,957.3336
43.963467,238.65005,150.87659,620.8644,-29.758848,345.34854,72.12248,127.53796,106.91975,3340.1733,1940.2408,1126.2716
26.980967,141.85774,97.302826,368.03156,-22.053085,206.75282,37.28801,84.34471,70.27837,2119.1023,1294.9087,790.44366
25.39075,120.952354,91.044655,319.43723,-22.45284,175.486,25.237804,76.39204,61.763725,1936.014,1241.3477,823.8645
36.089977,166.13705,121.70327,449.05615,-29.001177,233.99135,33.734665,97.87476,72.99711,2576.5806,1623.4325,1130.5189
41.852535,192.34549,142.72856,521.7052,-33.87546,272.34247,38.196873,114.80949,85.734436,3013.8013,1908.4868,1331.6313
