V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
1.6638379238339436,1.4454437429123417,0.3314155769684548,1.6250882378561653,-1.3093858085526082,-1.2111215722270565,0.26250679513014286,-1.1261569399291924,-0.31103093653803243,-0.2582678562342349
1.390803454806737,1.2477776582010172,-0.3324420167534463,1.50081120551975,-1.1723441392857152,-1.073125492309039,-0.720331525728791,-0.37110084263433807,-0.6337951336415354,-0.2751301422679145
0.9361384133855429,0.9019696157850665,-1.3322364765549266,0.9299186769317463,-1.0354353311156723,-0.5510027928865227,-1.450709059831496,0.48818475453686194,-0.8438239419151462,-0.07391231909250505
1.3201064317051268,1.3142551457589637,-0.36747866386270844,1.436747775616458,-1.0676799487423647,-0.9790432460670941,-0.9440124756964388,-0.4427977768807842,-0.1880962814406922,-0.5712105262364884
1.0448977542318238,1.1256875680970329,-0.9523969937367684,1.1227296048955386,-0.6529659986770961,-0.5222119278407981,-1.3890143328433133,0.6310548387906879,-0.9654485250496101,-0.7064420496638367
1.0606681300100804,1.560643760398563,-0.4096601494032794,1.1300556603961132,-0.7427715517833646,-1.1173106964216495,0.04376055164724987,-0.8074183858741673,-0.05580084087827131,-0.13090802134172175
1.703922163246062,1.0256826031309105,-0.31560915040420856,1.60352384687997,-0.8400579364493468,-0.778168760819507,-0.6880395539046086,-0.5084642053023876,-0.12819981595114457,-0.34012748747297583
1.3855469149060686,0.9488968386039799,-0.8133872820680175,1.4676624262583318,-1.4977739197402367,-0.5239077659919514,-2.1540565024552905,-0.2466566485329254,-1.3618267739290657,-0.2537373231721756
1.219019314102381,1.3128826484328795,-0.47190085289665434,1.3292924096394954,-1.4993570659082038,-1.8295078691977729,-1.1134970250623364,-0.39584520911094045,-0.6677087473017086,-0.5523234196646523
1.1776920809713363,1.5527152736473415,-0.312333177450077,1.281059049446681,-0.9226709189422186,-1.202695302946544,-0.831496505813425,-0.012072031221629203,-0.45388764009198324,-0.44135226609412687
1.8367062616660257,1.1477794064358682,0.15106744647907278,1.6056206110225655,-0.7295477978695638,-0.7130131791388902,0.2323419591362146,-0.7098626844239925,0.807469829932004,-0.3379127497757849
1.2958335509668668,1.2234762605558045,-0.6852989817141176,1.4037361351803948,-0.9614533130646448,-0.6705448339379738,-1.337782678037768,0.40447273380588794,-0.3403691156410863,-1.0296719574149713
1.2608795208287424,0.825348900737743,-1.155346646513914,1.390937592149001,-1.231997080462545,-0.413040029460985,-2.472570562152677,-0.4540764361616623,-1.0582457899626756,0.3867334270343842
1.4865455319385543,0.9927150977023672,-0.5949632606359491,1.5452561587305365,-1.0550770842361756,-0.9978005265034745,-1.4797899294579644,0.8089909262877282,-1.3799244937638528,-1.5818988630906519
1.5274782722396028,1.0842200488801113,-0.3178242664793659,1.5554003257744813,-0.8533177261830746,-0.7593172459027266,-1.353382023572902,0.5922318940433616,-1.0247603826258822,-1.6135670856086182
1.4070993551491626,1.407075420412199,-0.014056805023178935,1.5150902359110663,-0.8162318996120017,-1.3832397367614107,0.3089309298421237,-0.7558531380829344,-0.34688647987639715,-0.17959181211354394
0.9091974865740102,1.5698123994776598,-0.587545211802117,0.8999231269476826,-0.6461316478331336,-0.8338858045069646,-0.2074697811783852,-0.7004092572839296,0.6850232728940241,0.22178075637471395
1.141294710320577,1.0213898134839945,-0.9211502249237529,1.286481587269374,-1.0387333274347577,-0.5680093439579433,-1.8288544273314051,0.30963953428207047,-1.5700317587346664,-0.5664899029648764
1.1748268748291848,1.0109795256188085,-0.8043335972788526,1.294561359023398,-1.2153134966821304,-0.9735729636887155,-1.536814679829928,0.6523553220682254,-1.18290251263752,-1.1374771627551072
1.5828249267643144,1.4248231296921938,-0.011082242365312328,1.6093146033093375,-1.2106092317838997,-0.8835097189964188,-0.37117535465706764,-0.9609718577081567,-0.8520061066547445,-0.6263822419361852
1.4248589909989247,1.593355618444993,0.04078556178409006,1.5126409042638373,-1.604473349172403,-1.4755292981852492,-0.274466148182026,-1.3171471099851992,-0.5243163485201433,-1.009481486202825
1.499034984036153,1.8294650883867434,0.39130859417190256,1.5829413091916864,-1.4911258988872114,-0.9391491088267687,-0.5534299389600746,-0.7367430531422229,-0.7118095474874697,-0.314882215010496
1.4829209361054787,0.634661901778098,-1.0190958399366752,1.5680221286896312,-1.316975308391725,-0.015263249905509153,-2.318018157592607,-0.4537429673762337,-1.0328673790874368,0.3104115660945925
1.2133159835313896,1.8181625383012283,-0.21166846444806278,1.347862854310632,-0.9270502296877585,-1.2116273376109399,-0.5122950026482973,-0.8886413193960082,-0.04268005271654516,-0.6282734225449051
1.1416724556677875,1.3783625970698177,-0.6017218037211485,1.260068179652258,-0.8046820887275985,-0.6838090892405789,-0.8964278777333324,-0.3092244812494214,-0.6439693504286297,-0.17194279073370558
1.0896318602188593,1.2581609037530115,-0.8838153668376532,1.1552447065773412,-1.5436728238484483,-1.4151407143078893,-1.5982792302781583,0.23124398288979467,-1.404985743184296,-0.19447131638032486
1.639459860663732,0.9614663695944234,-0.3903714541453829,1.6159976390786837,-0.7802860347543916,-0.5942749328367477,-1.273003929931404,0.3918821969084945,-0.8252802022307137,-1.0369284455908858
1.3560308227005005,1.341410191254453,-0.3428721282261383,1.4756430645785674,-1.077607746390722,-1.0095139636016168,-0.6966914366841086,-0.5302988924291525,-0.5866955495851134,-0.46343718821625496
1.7538657062662337,0.9450175073646322,-0.1411829756216452,1.6058763535307574,-0.6897010743675215,-0.6549418737699789,0.09300994579708964,-0.43117204079918425,-0.09662436214779646,0.38590628434884705
1.298903153695236,1.0645799291118996,-0.6250761719739331,1.4112724536650283,-1.3919155544907926,-1.1838773036999184,-1.505968212757786,0.796769609494887,-2.0743911802374724,-1.560709226636732
1.47492442285197,1.339462973465189,-0.18932868700101904,1.5454406255010817,-0.9649381753001884,-0.9967294386811908,-0.30981850583963955,-0.8049749010856557,0.20677738123322514,-0.2532407491362239
1.4167865733735656,1.2590941501810164,-0.295207850158108,1.5228656172539026,-1.6129425075843806,-1.4316287688221634,-0.5706663678350357,-0.5378064591223662,-1.3620526426812838,-0.3334710379091271
1.3459478231643758,1.3816700458483275,-0.0845845672889722,1.4806752682442816,-0.8002234616651908,-0.9848721942204935,-0.550311880892424,-0.055706346111435,-0.6600278618783469,-0.4811490198486523
1.5119309770532718,1.2964845702686998,-0.0874243601105408,1.5881916265021352,-1.2765937905702487,-1.178893401380587,-0.5796135838472614,-0.19625159668951472,-0.878863023802024,-0.6714045803391787
1.5235052284322765,1.8153211672864866,0.26527282225515625,1.5707123468362076,-0.7131844448323513,-0.1665027670858189,0.15075464292309318,-1.4660936667368667,0.5614092476818119,-1.1559743037734636
1.2261053863307552,1.1660392708945344,-0.7717215797700709,1.3466938140602813,-1.001889755014972,-0.6585564629653982,-1.4412880666867303,0.8103719480293093,-0.8377265051258448,-1.0868061712242518
1.4347152818202837,1.209021555734333,-0.4510394809177276,1.5233362070229444,-1.38091635550721,-1.3899965686534903,-1.128454285756503,0.4158921390567327,-1.389880194728456,-1.040120986200418
1.2563956241662757,1.5631107838061948,-0.15218867879768985,1.3518530642141784,-0.7021607659628558,-1.0015377043606972,-0.2244137110333948,-0.46763876968782575,0.07525743073532037,-0.4678858816770839
1.4336455806303277,1.137520349796821,-0.4177775953066152,1.5263473923466517,-1.5156138074688343,-1.356751590711406,-0.9515491310030001,0.3954936410321869,-1.4293845387182262,-1.108325463162989
1.8296996390872786,1.6578583582999769,0.6004511114913714,1.5784435620966955,-0.9331225682280969,-0.41641441181418115,0.39599938917863436,-1.6996442886302003,-0.20502964251410563,-0.5937478017143082
1.5984450159637678,1.4983245937627505,0.3478977453474726,1.6174916716944612,-1.0954851589636638,-0.8938393908526885,-0.0022615026141791896,-1.3144339145889328,0.5074294478589517,-0.7808131613097863
1.4414521252358612,1.682884998888901,0.14615352323463365,1.4995132066172918,-0.8248545705399934,-0.7420152883842193,-0.037149135767024416,-1.479728284006643,-0.001970177328361076,-1.0732496095906288
1.5848220135310878,1.1154882621298474,-0.05342077823471455,1.6076231669969565,-0.7888013513915114,-0.5837875819723942,-0.2999488575240343,-0.9397526753207402,0.41165693845992807,-0.49809773031416305
1.5352536622400639,1.0910679289143914,-0.24512801516198252,1.5901755098981285,-1.6615391234831267,-1.2798779477638667,-1.1404710382188317,0.16835623315770926,-1.7653912002540697,-0.5714591227161264
1.450468928309866,1.5669151110943915,0.10178575233381627,1.5116997452718794,-0.36617122378968187,-0.352036701026547,0.0013074319270532035,-1.1633725081916022,0.7351699141307282,-0.7030140870917433
1.6686761546040165,1.7463061865986484,0.4425184232926062,1.6087715153165014,-0.6724607884864638,-0.20588152580983612,-0.0118082306732648,-1.4571443151589223,-0.1484697192592227,-0.8214663569888294
1.4125502101629104,1.1168373826089744,-0.48737269289296453,1.5324800169178627,-1.0535915784891479,-0.8890341291731662,-1.06046129070898,0.4765784201693502,-1.5112695025751377,-0.9348985625850312
1.8465973971854743,1.4245983174451806,0.7458042082354279,1.5996058811896454,-1.1266054393612233,-1.169360447232338,0.09222299421370601,-0.640858903393579,0.37846950539307134,0.5380689793909358
1.5447729624730178,1.357426356414349,0.2526915790957232,1.5847804512449521,-1.1505771240115121,-1.215788858764697,-0.0819534572154466,-0.5056562479841267,-0.5157881274087972,-0.13895672418226118
1.4071641030345692,1.3207844630462735,-0.33763099841812944,1.5206516169987456,-1.306494343302608,-1.1585121591170058,-0.8882705829869658,-0.3713298899920705,-0.6033757343359858,-0.6687735388022176
1.5492385694877944,1.6536114341563124,0.1161770038852196,1.573948528869394,-0.40674154486954106,-0.08320680199067948,0.5834112484860793,-0.7482326833072639,0.5714908526784674,-0.3390894985658879
1.2899960137756887,1.1338130497421333,-0.6949579964002247,1.4039767692933487,-1.0068424341434117,-0.7908051196699983,-1.776762765347639,0.9090492893768489,-0.8561559216058393,-1.5851982503813664
1.2374361737661583,1.2210209130169238,-0.7421542290751938,1.345552449223511,-0.9607946173585541,-0.5344327245252969,-1.1920223020101794,-0.011317859036353392,-0.7126224854772636,0.026890586378089873
1.327167085299705,1.2166022064897246,-0.4394194796165951,1.4368192304626555,-1.2232961509602003,-1.235335495485616,-1.150450671923157,0.12092911681443332,-1.2811475545640774,-0.596722460362599
0.653716556923424,0.8833935662035541,-1.2454074393712284,0.4623125536632424,-0.9578037418136218,-1.2326264957760469,-1.3374807982700714,0.7929177957827566,-0.5616624046201618,-0.5593893739551588
1.308448807927433,1.4128429731844663,-0.3945821288454476,1.4179604810675388,-0.9163902008566615,-0.8586624438616484,-0.30877569028589663,-1.1939237190109149,-0.4128822046378712,-0.7698702749435152
1.2106580500735797,1.0240008817237638,-0.7709268346009498,1.333404729642398,-0.8860288593320812,-0.3518362662420534,-1.5346282114763314,0.46666903276149985,-1.3174702078262537,-0.6670601231302952
1.1420922005976042,1.395592914100377,-0.6041722303328676,1.237983967056383,-1.1267862526373367,-1.2952836726829164,-1.4980769339659246,0.5056302846263043,-1.3327502197390395,-1.239496759483411
1.2273966353595775,1.08173439175511,-0.9059394609780417,1.3440054412206692,-1.039181720574148,-0.4953550162892026,-1.3311967750162532,-0.0782017400128806,-0.9119815457226295,0.036623785006533655
1.400874510316673,1.3124348462864248,-0.44941037539060724,1.5189306258707596,-1.1801581515609254,-0.8659396679953336,-1.0183868133980332,0.18973204263565116,-1.2160448744947052,-0.7055654852558674
1.3075311945189727,0.9487896594391804,-0.8688725829186562,1.4382781578145813,-0.8332911939767876,-0.4425658107987033,-1.5999413307941335,0.5111538352354198,-1.0933709183682425,-0.8012990752125625
1.2831657801876202,0.8669769134311244,-1.1392499567777021,1.382823136067158,-0.8069342006582236,-0.2795348873852558,-1.7728027457888995,0.343507628096667,-1.2905463714582177,-0.0001142405333548465
0.6614986629883622,0.5588033750848387,-1.856992819259553,0.43756041731009476,-0.8673273008515417,-1.0940856034427713,-0.9080257099510634,0.7930816887691231,-0.2537244938308501,0.4865931446231236
1.1854480372351173,1.1941372711127105,-0.7257124322447238,1.2945604007026748,-0.9874565273525634,-0.9870618519838623,-1.3542916314767968,0.43779678292078905,-1.3644905377147412,-0.7310943366594794
1.5023748756823052,1.2153896061124743,-0.3336412558585524,1.5549633597061143,-0.7407375491021486,-0.5092393892465575,-0.8570348315542192,-0.14542881548456096,-0.6729368617046595,-0.5031215235590273
1.5364500577713134,0.6803623786241867,-0.9214982114327956,1.582370682622119,-1.024801714659338,0.15351954909408466,-2.6911546374476365,-1.0184229806411655,-0.47854617333995875,-0.08093290770878502
1.46545755987057,1.7522453871885708,0.15066086387534772,1.554156820818575,-1.1007512152503711,-1.1138373353494277,-0.2944246642307545,-1.0616760682731952,-0.15914715198683907,-0.7131589660721744
1.1917923139535869,0.781966949909076,-1.342669404685665,1.2760176476471554,-1.3721422725509467,-0.4767109454962846,-2.0064710421075356,-0.044851092448111904,-1.1826729383712755,0.22351985607383953
1.0680652716269647,1.1011604620221127,-1.0005315016413956,1.1491790789130483,-1.0317623097484991,-0.6576239919496897,-1.7245248753542621,0.7341331863113985,-1.1021596939390355,-0.8989315425449829
1.5763739855746417,1.157502176996689,-0.3610555866913996,1.587021710342573,-1.1791590571554098,-0.9086367266238498,-1.2488181952489656,0.20096519365292026,-0.803392964029108,-0.8709854337002784
1.5929214924161443,1.2854871330087305,-0.14471267028535634,1.6077542227994293,-1.055098381600663,-1.022024354928074,-0.8662009297666687,0.03362405821544531,-0.5467245788239055,-0.8595873708644705
1.5100339989695966,0.9783949389392259,-0.6721855684008164,1.5714681997007303,-1.1913953160841848,-0.7308652422375082,-1.4971522846128211,0.4350409021415282,-1.4445715182291685,-1.0536967546108829
1.2663559286746437,1.5336552167530104,-0.19849931197321438,1.38352734512865,-1.3848614920187392,-1.7361086649527016,-0.341172516395472,-1.499933711733215,-0.6648322321866579,-1.5327161389351103
1.5996008007271174,0.8834356603387366,-0.5714801298282656,1.6031875075930517,-1.3738808738902424,-1.1168395567260783,-1.5524720125434668,0.7029437871349997,-1.9746890384748972,-1.4161292554965392
