V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-1.7723113765015504,1.1127635552277857,-0.34456529273752284,1.0409984181903096,0.723209456980164,1.1780804508066625,-0.3395663840447606,-0.2066761356317557,0.3576081303893847,0.8078854948539139,0.3322534985890391,0.9668196750193675,-1.3884367334185783,-0.20251393585244085,-0.18181596881547857,1.2316491443933715,0.9137271463756862,0.32670643574148284,-1.3377321837146527,-1.3689386190865338
-0.6050124594769943,-1.1447620427882617,-1.087489302829917,0.4200682396865733,-0.6298637528840487,0.8936043139950314,-0.26150030226123133,0.5430930216924902,-0.8137510600223113,0.26353578691470575,-0.6942998806438138,1.3749404609361084,-0.4228804698585019,-0.9900744045065181,-0.16385579248703655,-0.4078573127556646,1.0640168753415997,0.5450288430512287,0.39691959888736517,-0.10681410221042924
-1.0707984044804901,-0.5176494532419579,-1.3716671339673985,-1.2541337027964041,-0.7014702394369974,0.7179255257040873,-1.2132181731325438,0.4995590269802735,0.22655819394558843,0.635301031022838,0.9592523619717064,1.1575278095617452,-0.9622514928813504,0.22500324215866313,-1.2698067483600615,0.4914711401048534,-0.27876957064825963,0.45141661319433196,-0.01412349085768243,-0.8413448011016591
-0.1438369552126436,-0.9588437065659934,-0.22427513775406507,-0.41544402399205665,-1.0681368427181241,0.37174655995640477,1.0648078818144895,1.5903403865217254,-0.34184321096236453,0.635569020741892,-0.01715455940337735,1.002022949148298,0.895280074947966,1.4019820826286948,-0.6719038474525775,-2.442237264513319,1.3125736229454747,-0.43542527858343844,0.9337353533102637,1.458657273340934
-0.36340956794564583,-1.1245013007251108,-0.24341493966190147,0.09415967801216002,-0.7588317205089445,0.10871960739088053,1.1647946021864324,0.9406318630187203,-1.1547515367060621,0.4210730256306525,-1.0516549121267178,1.2661238434641633,-0.6439636613043211,-0.08481970166582901,0.4136845735311076,1.163421704110602,1.376437722293818,-0.24556288616004074,-1.2255111304155528,1.1051451988645655
-0.04631437166586761,-2.0027305878836463,-0.8545460390174673,0.9947985967440981,0.026528073162836424,0.320901235916397,1.0234243694247194,0.95760058494202,0.10518345335026115,0.4908932309092313,1.2373113082279403,1.39464524466869,1.4937389220693926,-0.3135083538948264,1.4609755002779012,0.9379578500226305,-0.1975280281290455,-0.10825338562029248,-1.748214878354213,-0.4602813175845077
-0.5145724322354789,-1.029201613224275,-0.8021900215142256,0.2512405441886283,-0.6779715030896868,0.38129039573096274,0.48909014003341184,0.7312468165947216,-1.2572411025405403,0.26100775979560686,-1.2787461700567813,1.4499504145502222,0.688220911691671,-1.1804537633495116,0.22787721052608859,0.04854737377720687,-0.06769687188447729,-0.7265304813929405,1.225217939199948,0.6714620706614276
-0.7865633650163595,-1.5028719433536695,-0.8496381484877623,1.1945151352830135,1.0772038286655905,1.0476527992756006,0.09743054351096778,0.5900631111779955,0.25646356024554534,0.6473916931839073,1.3410648279018673,1.0823588661491423,0.894394227226414,1.1335117785613529,0.9259713042951737,-1.660084637663292,-0.40155038893706313,-0.6586884152995435,0.48034816793249824,0.548426105397903
-0.6974836186761816,0.2427778587178658,-0.28548477730295124,-0.7624147830781753,-1.1245345055355571,0.5781404917438359,-0.2761336998188463,1.4990244551925433,-0.6779304920021679,0.42611749032312657,-0.3741623386905871,1.1845146700356095,-2.025712353223498,0.8957711221233887,-0.9436864020753042,0.09101075172082371,2.308941746612446,-0.31173022161817493,1.1229233661870355,2.1887585406234478
-1.6645301743877388,0.8599381163423949,-0.6900825131940038,1.203613129693861,0.8237511092653654,1.2986168188388043,-3.0972325278471615,-0.9065529159598589,1.4640865949160735,0.4871775553515004,0.4292430626513178,1.1602661200452575,-1.5236730871280515,-0.22451531617004053,0.5737586891347836,1.0671419892990133,-0.594775561274584,-0.9271578590660002,-1.6562769379986844,-0.3992299369120657
-0.3769077104557479,-0.49755713762223563,-0.840079003671365,-1.231656137746499,-1.5740434688541909,-0.2177487296354312,0.8400939852847288,1.1017964668689615,-0.09654635857019878,0.5369304592787967,0.9610901843422571,1.1764594880093369,-0.42740918047851867,0.8242125570690982,-0.3019255204502338,0.08141375790438594,-0.18989845158100332,0.1800834742705993,0.8574397841305735,0.6242998252433044
-1.5367134624461305,0.35106803128244696,-1.3617645176684527,-0.6113570084647433,-0.26206598620751587,1.7232298857983535,-1.3841664139468457,0.5131906970148808,0.8928763482712735,0.6329747997526334,0.4328611531843177,1.2474026403073668,-2.009709817627328,0.7502456339070914,-1.7007075933136138,-1.4051218958161005,-1.1687662732758954,-0.569327926790741,0.9049716397695007,-0.4587259949512211
-0.15382912716000954,-1.5542257059890459,-0.4899619220775051,1.1027255573012311,0.40597747910651505,0.4376281545227584,-0.19126335608211753,0.9172202456476721,-0.9845720350800825,0.2900596802923689,-0.3177531784883251,1.2254753642893346,0.3509898739431712,0.5598420732224254,0.623302369972965,0.08636551488845202,1.9521844685602863,-0.4785562542320289,0.9155719651814306,0.005054415410718897
-1.2106050624222227,-2.405227486415578,-1.18118811445581,1.3264049952837087,2.3536360505084515,1.2806928560621844,-0.12965204226476285,-0.179794094307324,0.6659116637859771,0.29853277305818887,0.40454089478514516,1.3617729424183693,0.08969081825385039,-0.17214476785828708,0.567018106700103,0.36967972311513614,-1.820091034416316,-0.7927087975466214,-1.4025567715776273,-1.4915624142898185
-1.2441671970075256,-0.6763822240897728,-0.9356492934641686,-0.8466490915951435,-0.7091303463580088,1.5191680080563734,-2.8921234163668093,0.25025066520900635,1.678010929038502,0.7098742593658147,0.39597786277146124,1.1005205157842628,-1.0787645159034513,-0.15456778640843713,-0.5091285058503646,1.272273390082899,-2.7170377017992005,-2.041895613872791,-1.578408495961598,-0.21573388282276407
-0.6924328241897614,-1.4503404011280339,-0.05853321198429541,1.1329814444855923,-0.4747149814735352,1.236671785648634,-1.331076439497607,0.16915098151292385,0.7637385787776518,0.2854230807841851,0.8238966142495678,1.342109298650549,0.7828106449854128,-0.9565006356805128,-0.4170320491137014,-0.3268671396829377,0.8764716076244722,-0.047535755938670904,0.6025790697903327,0.04909836616645038
-0.8991655472775677,-1.0747070661210774,-0.7683778572165457,0.06693034949715497,0.21498971829535843,0.6026649066620944,-1.0896339660393346,0.5268636550512852,1.032455087841739,0.33173995981966914,0.29186126969669796,1.1664326158327596,-0.45145493196841585,-0.7946126076632276,-0.7931509406562262,-0.2340353034973372,-1.4210226799042316,-2.4268380374807634,-0.820016789185287,-0.18616040093374775
-0.5659140182865636,-1.3196894840696114,-0.5981407566305091,1.2938205302093442,1.1085597635906272,0.6708645136547897,0.42813936144997145,0.22921634154265716,0.17939910172342627,0.5103101569257426,0.771988165827758,1.2750818853700507,0.06769001060050807,-0.01816339411643242,-0.24227451215614546,1.1920504576330992,0.43197856096166887,0.3322027535856326,-1.4246535142201209,-0.9429027093262412
-1.312821577567777,-1.1103748267776155,-0.6807158355624167,0.3454671966989113,0.10025396521686941,1.3268362959729565,-0.0017371794953770395,0.5858119264315009,0.03556205698127963,0.6072383052282343,0.6174175146601737,1.1693727606109983,-1.2977144981366775,-1.4309557956644423,-0.45096160403778485,-1.7337762086443629,0.1064655409782212,0.12031885075982973,1.178688810976356,0.2835441018590159
-0.5525249658011193,-1.118978632868838,-0.42828094204249195,0.3446297406845131,-0.8032678075675108,0.6617445367072377,0.5658543996138647,1.1263933735891452,-0.43683323565730847,0.3787322892471628,0.22067378727865788,1.2314413038118643,0.9212468597149289,-0.8311297622492954,-0.15097555756298983,-0.03299218447481966,1.8150797858732728,-0.32821111135194736,-0.21664816634424297,0.8507903271042923
