V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-2.3207303361700617,0.4302925364401935,-1.7431555469759392,1.570670454024531,0.6384831915628506,-0.18254233268681952,-1.2166590387825482,-1.72805104068799,-0.30295363920529733,-0.9922508643156125,-0.4685969689405303,1.1060801466354642,-1.2008067685144466,-0.5764957322946006,-1.5317035283092166,-0.6372581776445376,-2.1775896441045526,0.02099431159336524,0.6044845854560508,-1.019650287464997
-2.200566460053589,0.010430629259795203,-1.429223972406736,1.6643425104175795,1.166575422158307,-0.4271935316763988,-0.6735164922007536,-1.6840886149416918,1.815959795851929,-1.3773767958186134,-0.5130269929928297,1.1823816630671287,-1.3762250187011265,-0.1603760799176844,-1.0795783773577032,-1.57459699698885,-1.9897187725492576,1.2554222828108506,1.024497344472285,-0.6276880357335544
-2.6523205090962243,0.8736538180616841,-1.035280000422225,1.7587972830346708,0.09305831713144717,-1.4089213957324995,0.5214070667466963,-2.2513055324981432,1.095942647284661,-1.9308876876964156,-0.2742183826426063,1.1820675341192797,-0.0049120358148000845,-0.25463257090412866,0.15218261659260196,0.4821188157838857,-1.366573628973425,0.5085089462764611,0.8793387715723245,0.3987984171914307
-1.9827930412213917,1.6957026839713294,-2.170094213072435,1.7748956434843173,-0.23645732757046045,-0.20863928432167841,0.30834892652429596,1.0144365706710325,0.7905916013475516,-1.217767727160061,1.8057010621055658,-1.3928860974640698,-0.3979804615065018,1.5486525382548684,0.8684423136596452,-1.7482502936628947,-2.211699911168096,0.5103985044229122,0.47524300577465484,0.05024399298800996
-2.5449980356429207,-0.02456691523560905,-1.7905351291746756,1.0941994597168896,0.24159389148316768,-0.23785172464834867,-1.8199752388947164,0.5224209288521103,1.7083502595924736,-1.6136283829260476,-0.7345894775377195,-0.5992188697779305,-1.3940058467814738,-0.7579773358327726,1.183571259190855,0.057145222324041844,-0.17252260236108502,1.2733621617713424,0.8378129558073091,1.6461535565914183
-2.4934050300555146,0.6688583920855591,-1.2847974629520542,1.4641582735558332,-0.040147483444717774,-0.6610024900855501,-0.1615304140719362,0.645569802837891,-1.171934688783638,-1.9682484646552658,0.7251433750703944,-0.858934903953183,0.3821482060502961,-0.14794731342153114,0.18509411074471885,-1.2870391078949406,-2.325651855745751,1.5516461995940292,0.030767500522218834,0.449995033388464
-2.1900776811294,-0.5542524321811945,-1.8285702882944095,1.6370615812871887,-1.185858411993775,-0.680843690701685,1.3516819676747942,1.632800343088343,1.1428599052699633,-2.7197079586725637,0.999987807336646,-1.8832411384332106,0.06859810233907133,1.0729133060295213,1.763572459926556,-1.7222733007576627,-2.747513404219931,-1.0010911231753958,0.017063236741409565,1.1088711496461172
-1.9448696061254291,-0.019775184254003323,-1.7630053637894492,1.7129680260233895,-1.437381371544047,0.3133626122618961,-0.1878546215044951,2.28832482016489,1.8062412275880821,-0.2354765517016002,0.7550484420936877,-1.9968349388330475,0.35970240440692824,0.15848178325044687,-0.2365059135469453,-0.4998127391292929,-1.554349897067181,0.14037906439152445,-0.576261702491379,-0.4107248976017127
-2.513152702457412,-0.3924962576922536,-2.1938497088235445,1.2878663920878746,0.8065466743126228,-0.30772779154121777,0.02317587760028308,0.9238894054264797,1.9750006249886078,-2.968943104058202,0.9286491828018292,-1.226487912493099,-0.5516095433321221,1.7979943173417243,2.0628736064891657,-2.261408715832812,-3.4760108205719513,0.27327633147249497,0.8259632423694201,-1.698958160906146
-2.651189579039096,0.238070488411484,-1.6075185205384575,1.2134376797959767,0.318021769134122,-2.434375002364587,-0.8845451053871048,-1.160622102488847,1.9051550918966387,-2.141996974380097,0.30169435085795804,0.9049617556865243,-0.27739772221001413,-0.8363412299201811,0.7954556653560332,-1.0907518150298272,-0.5979441512071153,0.544754409340793,1.70511881479771,0.1653970471485184
-2.0688155796914867,0.7352937055043393,-1.5832948989592133,1.5537535781556995,0.5279070512361671,-0.41191559363418795,-0.3194048112692151,-1.1270150309817057,3.4748447373909683,-0.0589703717785129,0.5688742808060306,0.8724290028606805,0.9299041103806007,0.5922800418903071,-1.5619148402379792,-0.7891500295789888,-2.1487774296557984,-0.3816402265397741,0.49158630664385944,-2.536768616325923
-2.238315267169337,0.532188083725683,-1.6556057855050106,1.6538872160051954,-1.9407648545438447,-1.3006275867990962,-1.0946442993482202,0.7259507313533085,0.666377641450576,-2.705458307903742,0.05012805135781026,-1.063452598100207,-1.101910788657997,0.48629567119295014,1.332404908099703,-1.3268182198981402,-1.3548192000337673,1.2485556483277063,1.6992639417848623,-0.2757505785711389
-2.0687223192995514,0.04010310840597445,-1.5500984037399477,1.9965826358678145,-1.4714141797468494,-0.6168542892495741,1.1529425663486017,2.1385839247551983,0.30475524803382864,-1.320213761638722,0.49146094846604527,-1.9824531802734406,1.0151349447577094,-1.1325104186335369,0.8752385816069366,0.01516029234462388,-0.14526244352059997,0.07849408464148493,0.8436530399656729,-1.0031427880574255
-2.473176348528492,1.3490105331876778,-1.8019964202565124,1.424069248716789,-0.08556130316848562,0.1671002332448304,-1.2488373917356261,1.1491684833999127,0.41155335794502457,-2.1282715523183375,-0.33268995407812585,-1.4904393507352691,0.11728717570825078,0.7734268478091864,1.7947028639683873,-0.14400822237078936,0.1699246577085609,-0.3554916849642512,0.22616868101903514,-1.0029045614430938
-2.283127797341498,0.5076558713774412,-1.3849254483129079,1.589375332592995,0.4864891518547143,-0.9852311693840379,-0.27484083662921344,-0.3791591307361728,-0.25515829377515437,-0.8623093743830598,-0.9865647800025844,0.5831374817067598,-0.4387807695924768,-0.41955125836639207,-0.1750886893349248,-0.4136331096405015,-1.219392875680172,1.2520948716579496,1.606126859377275,0.23683628356612374
-1.6716586976990226,0.44474689120597327,-1.5596366397620867,1.5679199148453506,-0.25203302966124624,-0.516990617523693,0.09672918088566913,-1.6537861665795504,-0.8531533384196132,-0.8411265347240791,-0.485883213846133,1.0410854162049712,-1.481880544526882,1.1098610094383528,-1.290383420659248,0.6108453588728502,-2.0496823399721755,-0.7451428548701317,0.2458609878908281,-0.4828170065392888
-2.6392981543471907,0.7933433355468745,-1.9350042079147747,1.8275348118910786,-0.7511523048239174,-0.4727584178961724,0.430236808823428,0.7382846487678416,-0.2464760132625533,-1.5144511175814082,-0.983136616913667,-0.9432513919358105,-2.196479925450055,-1.547484592921746,1.8564741495635324,0.5339140538870734,0.5010961654895674,-0.9644820539668709,1.7571808196259826,0.7176667047375387
-2.111076068089187,1.1567433051901241,-1.9805763217967522,1.4757165400905092,0.3556885742908982,-2.2478013266446326,-0.8234912461061545,-0.8505948876261581,0.7700495731912415,-2.0511283984830797,-1.876356880867624,1.1183111795324954,-3.18289940822458,0.017563337597903746,-0.3799261256201244,0.4377618220482572,0.551034867907511,1.659943286718913,2.6293278064113528,-0.06362462282932799
